orden,fecha,a_o,mes,d_a,gravedad,peaton,automovil,campaero,camioneta,micro,buseta,bus,camion,volqueta,moto,bicicleta,otro,via_1,barrio,hora,entidad,nombrecomuna,propietario_de_veh_culo,diurnio_nocturno,hora_restriccion_moto
1,01/01/2012,2012,01. Enero,07. Domingo,Con Heridos,0,1,0,0,0,0,0,0,0,0,0,0,CALLE,Mutis,12:15:00 p. m.,AGENTES DTB,17. MUTIS,Particular,Diurno,No aplica
2,01/01/2012,2012,01. Enero,07. Domingo,Solo Daños,0,1,0,1,0,0,0,0,0,0,0,0,VIA MATANZA,Regaderos Norte,02:00:00 p. m.,AGENTES DTB,02. NORORIENTAL,Empresa,Diurno,No aplica
3,01/01/2012,2012,01. Enero,07. Domingo,Solo Daños,0,0,0,1,0,0,0,0,0,0,0,0,CARRERA,Cabecera del Llano,12:00:00 p. m.,AGENTES DTB,12. CABECERA DEL LLANO,Particular,Diurno,No aplica
4,01/01/2012,2012,01. Enero,07. Domingo,Solo Daños,0,1,0,1,0,0,0,0,0,0,0,0,CARRERA,Norte Bajo,06:30:00 p. m.,AGENTES DTB,03. SAN FRANCISCO,Particular,Nocturno,No aplica
5,01/01/2012,2012,01. Enero,07. Domingo,Con Heridos,1,0,0,0,0,0,0,0,0,1,0,0,CARRERA,Dangond,12:30:00 a. m.,AGENTES DTB,11. SUR,Particular,Nocturno,En restricción
6,01/01/2012,2012,01. Enero,07. Domingo,Solo Daños,0,1,0,0,0,0,0,0,0,1,0,0,CALLE,San Miguel,09:10:00 p. m.,AGENTES DTB,06. LA CONCORDIA,Particular,Nocturno,Sin restricción
7,02/01/2012,2012,01. Enero,01. Lunes,Con Heridos,1,0,0,0,1,0,0,0,0,0,0,0,CARRERA,La Pedregosa,01:50:00 p. m.,AGENTES DTB,09. LA PEDREGOSA,Empresa,Diurno,No aplica
8,02/01/2012,2012,01. Enero,01. Lunes,Solo Daños,0,0,0,2,0,0,0,0,0,0,0,0,TRANSVERSAL METROPOLITANA,Bucaramanga,07:20:00 p. m.,AGENTES DTB,08. SUROCCIDENTE,Particular,Nocturno,No aplica
9,02/01/2012,2012,01. Enero,01. Lunes,Solo Daños,0,1,0,0,0,0,0,0,0,0,0,1,CARRERA,Regaderos Norte,12:00:00 p. m.,AGENTES DTB,02. NORORIENTAL,Empresa,Diurno,No aplica
10,02/01/2012,2012,01. Enero,01. Lunes,Con Heridos,0,1,0,0,0,0,0,0,0,0,0,0,CARRERA,Tejar Norte,04:35:00 p. m.,AGENTES DTB,01. NORTE,Particular,Diurno,No aplica
11,02/01/2012,2012,01. Enero,01. Lunes,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CALLE,Sotomayor,06:30:00 p. m.,AGENTES DTB,12. CABECERA DEL LLANO,Particular,Nocturno,No aplica
12,02/01/2012,2012,01. Enero,01. Lunes,Solo Daños,0,0,0,0,0,0,0,1,0,1,0,0,AUTOPISTA  NORTE,Norte Bajo,08:20:00 a. m.,AGENTES DTB,02. NORORIENTAL,Empresa,Diurno,Sin restricción
13,02/01/2012,2012,01. Enero,01. Lunes,Con Heridos,0,0,0,0,0,0,0,0,0,1,0,0,CALLE,Fontana,01:45:00 p. m.,AGENTES DTB,10. PROVENZA,Particular,Diurno,Sin restricción
14,03/01/2012,2012,01. Enero,02. Martes,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,CARRERA,Provenza,05:10:00 p. m.,AGENTES DTB,10. PROVENZA,Particular,Diurno,Sin restricción
15,03/01/2012,2012,01. Enero,02. Martes,Con Heridos,0,0,0,0,0,0,0,0,1,1,0,0,CARRERA,Nuevo Sotomayor,06:45:00 a. m.,AGENTES DTB,12. CABECERA DEL LLANO,Empresa,Diurno,Sin restricción
16,03/01/2012,2012,01. Enero,02. Martes,Solo Daños,0,0,0,0,1,0,0,1,0,0,0,0,AUTOPISTA  NORTE,Cafe Madrid,10:10:00 p. m.,AGENTES DTB,01. NORTE,Empresa,Nocturno,No aplica
17,03/01/2012,2012,01. Enero,02. Martes,Solo Daños,0,0,0,1,0,0,0,0,0,1,0,0,CALLE,Centro,06:10:00 p. m.,AGENTES DTB,15. CENTRO,Particular,Nocturno,Sin restricción
18,03/01/2012,2012,01. Enero,02. Martes,Solo Daños,0,1,0,1,0,0,0,0,0,0,0,0,AVENIDA Q SECA,Centro,06:00:00 p. m.,AGENTES DTB,15. CENTRO,Particular,Diurno,No aplica
19,03/01/2012,2012,01. Enero,02. Martes,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,CARRERA,Centro,04:15:00 p. m.,AGENTES DTB,15. CENTRO,Empresa,Diurno,Sin restricción
20,04/01/2012,2012,01. Enero,03. Miercoles,Solo Daños,0,1,0,1,0,0,0,0,0,0,0,0,CARRERA,Alvarez,06:30:00 p. m.,AGENTES DTB,13. ORIENTAL,Particular,Nocturno,No aplica
21,04/01/2012,2012,01. Enero,03. Miercoles,Solo Daños,0,3,0,0,0,0,0,0,0,0,0,0,CALLE,Asturias,07:00:00 p. m.,AGENTES DTB,09. LA PEDREGOSA,Empresa,Nocturno,No aplica
22,04/01/2012,2012,01. Enero,03. Miercoles,Solo Daños,0,1,0,0,0,0,0,0,0,1,0,0,CARRERA,Bolarqui,12:15:00 p. m.,AGENTES DTB,12. CABECERA DEL LLANO,Particular,Diurno,Sin restricción
23,04/01/2012,2012,01. Enero,03. Miercoles,Solo Daños,0,1,0,0,0,0,0,0,0,0,0,0,AVENIDA Q SECA,Los Pinos,01:50:00 p. m.,AGENTES DTB,13. ORIENTAL,Particular,Diurno,No aplica
24,04/01/2012,2012,01. Enero,03. Miercoles,Solo Daños,0,1,0,1,0,0,0,0,0,0,0,0,CARRERA,Manuela Beltran,11:22:00 a. m.,AGENTES DTB,11. SUR,Particular,Diurno,No aplica
25,04/01/2012,2012,01. Enero,03. Miercoles,Con Heridos,0,0,0,0,0,0,0,0,0,2,0,0,CARRERA,La Pedregosa,08:40:00 p. m.,AGENTES DTB,09. LA PEDREGOSA,Particular,Nocturno,Sin restricción
26,04/01/2012,2012,01. Enero,03. Miercoles,Solo Daños,0,1,0,0,0,0,0,0,0,0,0,0,ANILLO VIAL,Rio de Oro I,08:30:00 p. m.,AGENTES DTB,04. OCCIDENTAL,Particular,Nocturno,No aplica
27,04/01/2012,2012,01. Enero,03. Miercoles,Con Heridos,0,0,1,0,0,0,0,0,0,1,0,0,CARRERA,Alarcon,03:00:00 p. m.,AGENTES DTB,03. SAN FRANCISCO,Particular,Diurno,Sin restricción
28,04/01/2012,2012,01. Enero,03. Miercoles,Solo Daños,0,1,0,0,0,0,0,0,0,1,0,0,CALLE,Real de Minas,06:00:00 p. m.,AGENTES DTB,07. LA CIUDADELA,Empresa,Diurno,Sin restricción
29,04/01/2012,2012,01. Enero,03. Miercoles,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,CALLE,Real de Minas,06:40:00 p. m.,AGENTES DTB,07. LA CIUDADELA,Particular,Nocturno,Sin restricción
30,05/01/2012,2012,01. Enero,04. Jueves,Con Heridos,0,1,0,0,0,0,1,0,0,0,0,0,CARRERA,Antonia Santos Centro,01:00:00 p. m.,AGENTES DTB,13. ORIENTAL,Empresa,Diurno,No aplica
31,05/01/2012,2012,01. Enero,04. Jueves,Con Heridos,0,0,0,0,0,0,0,1,0,1,0,0,CALLE,Centro,05:45:00 p. m.,AGENTES DTB,15. CENTRO,Particular,Diurno,Sin restricción
32,05/01/2012,2012,01. Enero,04. Jueves,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,CARRERA,Conucos,07:50:00 p. m.,AGENTES DTB,12. CABECERA DEL LLANO,Particular,Nocturno,Sin restricción
33,05/01/2012,2012,01. Enero,04. Jueves,Solo Daños,0,0,0,2,0,0,0,0,0,0,0,0,CALLE,Alarcon,09:15:00 a. m.,AGENTES DTB,03. SAN FRANCISCO,Particular,Diurno,No aplica
34,05/01/2012,2012,01. Enero,04. Jueves,Con Heridos,0,1,0,0,0,0,0,0,0,2,0,0,AVENIDA Q SECA,Nuevo Sotomayor,09:40:00 a. m.,AGENTES DTB,12. CABECERA DEL LLANO,Particular,Diurno,Sin restricción
35,05/01/2012,2012,01. Enero,04. Jueves,Con Heridos,1,1,0,0,0,0,0,0,0,0,0,0,AVENIDA Q SECA,Alarcon,09:30:00 a. m.,AGENTES DTB,03. SAN FRANCISCO,Particular,Diurno,No aplica
36,05/01/2012,2012,01. Enero,04. Jueves,Solo Daños,0,1,0,0,0,0,0,1,0,0,0,0,ANILLO VIAL,Rio de Oro I,09:00:00 a. m.,AGENTES DTB,04. OCCIDENTAL,Particular,Diurno,No aplica
37,05/01/2012,2012,01. Enero,04. Jueves,Con Heridos,1,0,0,1,0,0,0,0,0,0,0,0,CARRERA,Antonia Santos Centro,10:40:00 a. m.,AGENTES DTB,13. ORIENTAL,Particular,Diurno,No aplica
38,05/01/2012,2012,01. Enero,04. Jueves,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,AUTOPISTA FLORIDA BUCARAMANGA,Asturias,07:15:00 a. m.,AGENTES DTB,09. LA PEDREGOSA,Particular,Diurno,No aplica
39,05/01/2012,2012,01. Enero,04. Jueves,Solo Daños,0,1,0,1,0,0,0,0,0,0,0,0,CALLE,La Aurora,09:30:00 a. m.,AGENTES DTB,13. ORIENTAL,Particular,Diurno,No aplica
40,05/01/2012,2012,01. Enero,04. Jueves,Solo Daños,0,1,0,0,0,0,0,0,0,1,0,0,CALLE,Mejoras Publicas,10:20:00 a. m.,AGENTES DTB,13. ORIENTAL,Empresa,Diurno,Sin restricción
41,05/01/2012,2012,01. Enero,04. Jueves,Con Heridos,1,1,0,0,0,0,0,0,0,1,0,0,CARRERA,Cabecera del Llano,04:15:00 p. m.,AGENTES DTB,12. CABECERA DEL LLANO,Particular,Diurno,Sin restricción
42,06/01/2012,2012,01. Enero,05. Viernes,Solo Daños,0,1,0,1,0,0,0,0,0,0,0,0,CALLE,Girardot,10:15:00 a. m.,AGENTES DTB,04. OCCIDENTAL,Empresa,Diurno,No aplica
43,06/01/2012,2012,01. Enero,05. Viernes,Solo Daños,0,0,0,0,0,0,0,0,1,0,0,0,CALLE 45 VIA CHIMITA,Rio de Oro I,04:05:00 p. m.,AGENTES DTB,04. OCCIDENTAL,Particular,Diurno,No aplica
44,06/01/2012,2012,01. Enero,05. Viernes,Solo Daños,0,1,0,0,0,0,0,0,0,0,0,0,AVENIDA  GONZALEZ VALENCIA,Real de Minas,03:10:00 p. m.,AGENTES DTB,07. LA CIUDADELA,Particular,Diurno,No aplica
45,06/01/2012,2012,01. Enero,05. Viernes,Con Heridos,1,1,0,0,0,0,0,0,0,0,0,0,AVENIDA Q SECA,San Alonso,03:20:00 p. m.,AGENTES DTB,13. ORIENTAL,Empresa,Diurno,No aplica
46,06/01/2012,2012,01. Enero,05. Viernes,Con Heridos,1,0,0,0,0,1,0,0,0,0,0,0,CALLE,Mejoras Publicas,08:30:00 p. m.,AGENTES DTB,13. ORIENTAL,Empresa,Nocturno,No aplica
47,06/01/2012,2012,01. Enero,05. Viernes,Solo Daños,0,1,0,1,0,0,0,0,0,0,0,0,CARRERA,Bolarqui,11:45:00 a. m.,AGENTES DTB,12. CABECERA DEL LLANO,Particular,Diurno,No aplica
48,06/01/2012,2012,01. Enero,05. Viernes,Con Heridos,0,2,0,0,0,0,0,0,0,0,0,0,AUTOPISTA GIRÓN,Juan XXIII,05:40:00 a. m.,AGENTES DTB,08. SUROCCIDENTE,Empresa,Nocturno,No aplica
49,06/01/2012,2012,01. Enero,05. Viernes,Con Heridos,0,0,0,0,0,0,0,0,0,1,1,0,CALLE,La Ceiba,09:00:00 a. m.,AGENTES DTB,06. LA CONCORDIA,Particular,Diurno,Sin restricción
50,06/01/2012,2012,01. Enero,05. Viernes,Solo Daños,0,1,0,0,0,0,0,0,0,1,0,0,CALLE,Centro,07:30:00 p. m.,AGENTES DTB,15. CENTRO,Particular,Nocturno,Sin restricción
51,07/01/2012,2012,01. Enero,06. Sabado,Solo Daños,0,1,0,0,0,0,0,0,0,1,0,0,CALLE,Centro,05:00:00 p. m.,AGENTES DTB,15. CENTRO,Empresa,Diurno,Sin restricción
52,07/01/2012,2012,01. Enero,06. Sabado,Solo Daños,0,0,0,1,0,0,0,0,1,0,0,0,CARRERA,Comuneros,06:55:00 p. m.,AGENTES DTB,03. SAN FRANCISCO,Particular,Nocturno,No aplica
53,07/01/2012,2012,01. Enero,06. Sabado,Solo Daños,0,1,0,0,0,0,0,0,0,1,0,0,DIAGONAL,La Pedregosa,09:10:00 a. m.,AGENTES DTB,09. LA PEDREGOSA,Particular,Diurno,Sin restricción
54,07/01/2012,2012,01. Enero,06. Sabado,Solo Daños,0,1,0,1,0,0,0,0,0,0,0,0,CARRERA,Cabecera del Llano,06:30:00 p. m.,AGENTES DTB,12. CABECERA DEL LLANO,Particular,Nocturno,No aplica
55,07/01/2012,2012,01. Enero,06. Sabado,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,AUTOPISTA FLORIDA BUCARAMANGA,Antonia Santos Sur,09:40:00 a. m.,AGENTES DTB,09. LA PEDREGOSA,Particular,Diurno,Sin restricción
56,07/01/2012,2012,01. Enero,06. Sabado,Solo Daños,0,1,1,0,0,0,0,0,0,0,0,0,CALLE,Cabecera del Llano,11:45:00 a. m.,AGENTES DTB,12. CABECERA DEL LLANO,Particular,Diurno,No aplica
57,07/01/2012,2012,01. Enero,06. Sabado,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CARRERA,La Concordia,10:30:00 p. m.,AGENTES DTB,06. LA CONCORDIA,Particular,Nocturno,No aplica
58,07/01/2012,2012,01. Enero,06. Sabado,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,CARRERA,La Concordia,02:30:00 p. m.,AGENTES DTB,06. LA CONCORDIA,Particular,Diurno,Sin restricción
59,08/01/2012,2012,01. Enero,07. Domingo,Con Heridos,1,0,0,0,0,0,1,0,0,0,0,0,CARRERA,Cafe Madrid,10:11:00 a. m.,AGENTES DTB,01. NORTE,Empresa,Diurno,No aplica
60,08/01/2012,2012,01. Enero,07. Domingo,Con Heridos,1,0,0,0,0,0,0,0,0,1,0,0,AUTOPISTA GIRÓN,PREDIO URBANO PUENTE EL BUENO,04:30:00 p. m.,AGENTES DTB,08. SUROCCIDENTE,Particular,Diurno,Sin restricción
61,08/01/2012,2012,01. Enero,07. Domingo,Solo Daños,0,1,0,0,0,0,0,0,0,1,0,0,CARRERA,San Alonso,01:00:00 a. m.,AGENTES DTB,13. ORIENTAL,Empresa,Nocturno,En restricción
62,08/01/2012,2012,01. Enero,07. Domingo,Solo Daños,0,1,0,1,0,0,0,0,0,0,0,0,TRANSVERSAL,La Pedregosa,10:00:00 a. m.,AGENTES DTB,09. LA PEDREGOSA,Particular,Diurno,No aplica
63,08/01/2012,2012,01. Enero,07. Domingo,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,AUTOPISTA GIRÓN,Bucaramanga,10:45:00 a. m.,AGENTES DTB,08. SUROCCIDENTE,Empresa,Diurno,No aplica
64,08/01/2012,2012,01. Enero,07. Domingo,Con Muertos,0,0,0,0,0,0,0,0,0,1,0,0,AUTOPISTA  NORTE,Divino Niño,11:15:00 a. m.,AGENTES DTB,01. NORTE,Particular,Diurno,Sin restricción
65,08/01/2012,2012,01. Enero,07. Domingo,Con Heridos,0,0,0,0,0,0,0,0,0,1,0,0,CALLE,Real de Minas,04:45:00 a. m.,AGENTES DTB,07. LA CIUDADELA,Particular,Nocturno,Sin restricción
66,09/01/2012,2012,01. Enero,01. Lunes,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,CARRERA,Bolarqui,01:50:00 p. m.,AGENTES DTB,12. CABECERA DEL LLANO,Particular,Diurno,Sin restricción
67,09/01/2012,2012,01. Enero,01. Lunes,Solo Daños,0,1,0,0,0,0,0,0,0,1,0,0,CARRERA,La Victoria,02:40:00 p. m.,AGENTES DTB,06. LA CONCORDIA,Particular,Diurno,Sin restricción
68,09/01/2012,2012,01. Enero,01. Lunes,Con Heridos,0,0,0,0,0,0,0,0,0,1,0,0,BOULEVAR BOLIVAR,San Francisco,03:50:00 a. m.,AGENTES DTB,03. SAN FRANCISCO,Particular,Nocturno,En restricción
69,09/01/2012,2012,01. Enero,01. Lunes,Con Heridos,0,0,0,1,0,0,0,0,0,1,0,0,BOULEVAR BOLIVAR,San Francisco,06:30:00 p. m.,AGENTES DTB,03. SAN FRANCISCO,Particular,Nocturno,Sin restricción
70,09/01/2012,2012,01. Enero,01. Lunes,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CALLE,Lagos del Cacique,01:00:00 p. m.,AGENTES DTB,16. LAGOS DEL CACIQUE,Empresa,Diurno,No aplica
71,09/01/2012,2012,01. Enero,01. Lunes,Con Heridos,0,1,0,1,0,0,0,0,0,0,0,0,AVENIDA  EL JARDIN,El Jardin,05:10:00 p. m.,AGENTES DTB,12. CABECERA DEL LLANO,Particular,Diurno,No aplica
72,09/01/2012,2012,01. Enero,01. Lunes,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,CALLE,Centro,02:05:00 p. m.,AGENTES DTB,15. CENTRO,Empresa,Diurno,Sin restricción
73,09/01/2012,2012,01. Enero,01. Lunes,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,AUTOPISTA  NORTE,Colseguros Norte,08:00:00 p. m.,AGENTES DTB,01. NORTE,Particular,Nocturno,Sin restricción
74,10/01/2012,2012,01. Enero,02. Martes,Con Heridos,0,1,0,0,0,0,0,1,0,0,0,0,AUTOPISTA  NORTE,Colorados,09:00:00 a. m.,AGENTES DTB,01. NORTE,Particular,Diurno,No aplica
75,10/01/2012,2012,01. Enero,02. Martes,Con Heridos,0,0,0,0,0,0,0,0,0,1,0,0,CARRERA,Miraflores,07:40:00 a. m.,AGENTES DTB,14. MORRORICO,Particular,Diurno,Sin restricción
76,10/01/2012,2012,01. Enero,02. Martes,Solo Daños,0,1,0,1,0,0,0,0,0,0,0,0,CALLE,Nuevo Sotomayor,10:30:00 a. m.,AGENTES DTB,12. CABECERA DEL LLANO,Particular,Diurno,No aplica
77,10/01/2012,2012,01. Enero,02. Martes,Con Heridos,0,0,0,0,0,0,0,0,0,1,0,0,TRANSVERSAL METROPOLITANA,Villa Alicia,12:17:00 a. m.,AGENTES DTB,11. SUR,Particular,Nocturno,En restricción
78,10/01/2012,2012,01. Enero,02. Martes,Con Heridos,0,0,0,0,0,0,1,0,0,1,0,0,AUTOPISTA FLORIDA BUCARAMANGA,Provenza,10:40:00 a. m.,AGENTES DTB,10. PROVENZA,Empresa,Diurno,Sin restricción
79,10/01/2012,2012,01. Enero,02. Martes,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,CALLE,Mutis,02:10:00 p. m.,AGENTES DTB,17. MUTIS,Particular,Diurno,Sin restricción
80,10/01/2012,2012,01. Enero,02. Martes,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,BOULEVAR BOLIVAR,Alarcon,04:30:00 p. m.,AGENTES DTB,03. SAN FRANCISCO,Particular,Diurno,Sin restricción
81,10/01/2012,2012,01. Enero,02. Martes,Con Heridos,0,1,0,0,0,0,0,0,0,0,1,0,AVENIDA Q SECA,Alarcon,03:50:00 a. m.,AGENTES DTB,03. SAN FRANCISCO,Particular,Nocturno,No aplica
82,10/01/2012,2012,01. Enero,02. Martes,Solo Daños,0,0,0,0,0,0,0,0,0,0,0,2,AUTOPISTA  NORTE,SIN INFORMACION,04:45:00 p. m.,AGENTES DTB,SIN INFORMACION,Particular,Diurno,No aplica
83,10/01/2012,2012,01. Enero,02. Martes,Con Heridos,1,0,0,0,0,0,0,0,0,1,0,0,CALLE,Candiles,06:15:00 p. m.,AGENTES DTB,06. LA CONCORDIA,Particular,Nocturno,Sin restricción
84,10/01/2012,2012,01. Enero,02. Martes,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,CALLE,Bolivar,02:30:00 p. m.,AGENTES DTB,13. ORIENTAL,Particular,Diurno,Sin restricción
85,10/01/2012,2012,01. Enero,02. Martes,Con Heridos,0,0,0,0,0,0,0,0,0,2,0,0,CARRERA,Norte Bajo,06:15:00 p. m.,AGENTES DTB,03. SAN FRANCISCO,Particular,Nocturno,Sin restricción
86,11/01/2012,2012,01. Enero,03. Miercoles,Solo Daños,0,3,0,0,0,0,0,0,0,0,0,0,CARRERA,Cabecera del Llano,10:30:00 p. m.,AGENTES DTB,12. CABECERA DEL LLANO,Particular,Nocturno,No aplica
87,11/01/2012,2012,01. Enero,03. Miercoles,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,AUTOPISTA FLORIDA BUCARAMANGA,Antonia Santos Sur,07:00:00 a. m.,AGENTES DTB,09. LA PEDREGOSA,Particular,Diurno,No aplica
88,11/01/2012,2012,01. Enero,03. Miercoles,Solo Daños,0,1,0,0,0,0,0,1,0,0,0,0,CARRERA,Cabecera del Llano,11:20:00 a. m.,AGENTES DTB,12. CABECERA DEL LLANO,Particular,Diurno,No aplica
89,11/01/2012,2012,01. Enero,03. Miercoles,Solo Daños,0,1,0,0,0,0,0,0,0,1,0,0,CARRERA,San Francisco,11:15:00 a. m.,AGENTES DTB,03. SAN FRANCISCO,Particular,Diurno,Sin restricción
90,11/01/2012,2012,01. Enero,03. Miercoles,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,DIAGONAL 15,Bolarqui,03:40:00 p. m.,AGENTES DTB,12. CABECERA DEL LLANO,Particular,Diurno,Sin restricción
91,11/01/2012,2012,01. Enero,03. Miercoles,Solo Daños,0,0,0,1,0,0,0,0,0,1,0,0,AVENIDA LA ROSITA,Bolivar,07:15:00 p. m.,AGENTES DTB,13. ORIENTAL,Particular,Nocturno,Sin restricción
92,11/01/2012,2012,01. Enero,03. Miercoles,Con Heridos,1,0,0,0,0,0,0,0,0,1,0,0,CARRERA,Centro,03:01:00 p. m.,AGENTES DTB,15. CENTRO,Particular,Diurno,Sin restricción
93,11/01/2012,2012,01. Enero,03. Miercoles,Con Heridos,1,0,0,0,0,0,0,0,0,1,0,0,CARRERA,San Francisco,07:40:00 p. m.,AGENTES DTB,03. SAN FRANCISCO,Particular,Nocturno,Sin restricción
94,11/01/2012,2012,01. Enero,03. Miercoles,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,CALLE,El Tejar,04:30:00 p. m.,AGENTES DTB,16. LAGOS DEL CACIQUE,Empresa,Diurno,Sin restricción
95,11/01/2012,2012,01. Enero,03. Miercoles,Con Heridos,0,0,0,0,0,0,0,0,0,2,0,0,CALLE,Mutis,02:10:00 p. m.,AGENTES DTB,17. MUTIS,Particular,Diurno,Sin restricción
96,11/01/2012,2012,01. Enero,03. Miercoles,Con Heridos,1,1,0,0,0,0,0,0,0,0,0,0,TRANSVERSAL METROPOLITANA,CAMINO DEL PARQUE,08:45:00 p. m.,AGENTES DTB,11. SUR,Particular,Nocturno,No aplica
97,11/01/2012,2012,01. Enero,03. Miercoles,Solo Daños,0,1,0,1,0,0,0,0,0,0,0,0,CALLE,Sotomayor,10:10:00 p. m.,AGENTES DTB,12. CABECERA DEL LLANO,Empresa,Nocturno,No aplica
98,11/01/2012,2012,01. Enero,03. Miercoles,Solo Daños,0,1,1,0,0,0,0,0,0,0,0,0,CALLE,Cabecera del Llano,12:15:00 p. m.,AGENTES DTB,12. CABECERA DEL LLANO,Particular,Diurno,No aplica
99,12/01/2012,2012,01. Enero,04. Jueves,Con Heridos,0,0,0,0,0,0,0,0,0,1,0,0,ANILLO VIAL,Rio de Oro I,08:40:00 a. m.,AGENTES DTB,04. OCCIDENTAL,Particular,Diurno,Sin restricción
100,12/01/2012,2012,01. Enero,04. Jueves,Solo Daños,0,0,0,2,0,0,0,0,0,0,0,0,CALLE,San Alonso,11:30:00 a. m.,AGENTES DTB,13. ORIENTAL,Particular,Diurno,No aplica
101,12/01/2012,2012,01. Enero,04. Jueves,Con Heridos,1,0,0,0,0,0,0,0,0,1,0,0,CALLE,Campo Hermoso,06:45:00 p. m.,AGENTES DTB,05. GARCIA ROVIRA,Particular,Nocturno,Sin restricción
102,12/01/2012,2012,01. Enero,04. Jueves,Solo Daños,0,0,0,1,0,1,0,0,0,0,0,0,CARRERA,Centro,03:10:00 p. m.,AGENTES DTB,15. CENTRO,Empresa,Diurno,No aplica
103,12/01/2012,2012,01. Enero,04. Jueves,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,CALLE,Mejoras Publicas,06:30:00 p. m.,AGENTES DTB,13. ORIENTAL,Particular,Nocturno,Sin restricción
104,12/01/2012,2012,01. Enero,04. Jueves,Solo Daños,0,0,0,0,0,1,0,0,1,0,0,0,CALLE,Esperanza I,08:10:00 a. m.,AGENTES DTB,02. NORORIENTAL,Particular,Diurno,No aplica
105,13/01/2012,2012,01. Enero,05. Viernes,Con Heridos,0,0,0,1,0,0,0,0,0,1,0,0,CALLE 45 VIA CHIMITA,Rio de Oro I,05:45:00 p. m.,AGENTES DTB,04. OCCIDENTAL,Empresa,Diurno,Sin restricción
106,13/01/2012,2012,01. Enero,05. Viernes,Solo Daños,0,0,0,0,0,0,0,1,0,0,0,1,AUTOPISTA  NORTE,Norte Bajo,12:30:00 p. m.,AGENTES DTB,02. NORORIENTAL,Empresa,Diurno,No aplica
107,13/01/2012,2012,01. Enero,05. Viernes,Solo Daños,0,0,0,2,0,0,0,0,0,0,0,0,ANILLO VIAL,Rio de Oro I,05:20:00 a. m.,AGENTES DTB,04. OCCIDENTAL,Empresa,Nocturno,No aplica
108,13/01/2012,2012,01. Enero,05. Viernes,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,TRANSVERSAL METROPOLITANA,Real de Minas,06:55:00 a. m.,AGENTES DTB,07. LA CIUDADELA,Empresa,Diurno,No aplica
109,13/01/2012,2012,01. Enero,05. Viernes,Con Heridos,0,0,1,0,0,0,0,0,0,1,0,0,BOULEVAR BOLIVAR,San Francisco,03:45:00 p. m.,AGENTES DTB,03. SAN FRANCISCO,Empresa,Diurno,Sin restricción
110,13/01/2012,2012,01. Enero,05. Viernes,Solo Daños,0,1,0,0,0,0,0,1,0,0,0,0,ANILLO VIAL,FLORIDABLANCA,06:20:00 p. m.,AGENTES DTB,FLORIDABLANCA,Empresa,Nocturno,No aplica
111,13/01/2012,2012,01. Enero,05. Viernes,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CARRERA,Mejoras Publicas,03:00:00 p. m.,AGENTES DTB,13. ORIENTAL,Empresa,Diurno,No aplica
112,13/01/2012,2012,01. Enero,05. Viernes,Solo Daños,0,0,0,0,0,0,0,1,0,0,0,0,CARRERA,Universidad,05:30:00 p. m.,AGENTES DTB,03. SAN FRANCISCO,Empresa,Diurno,No aplica
113,13/01/2012,2012,01. Enero,05. Viernes,Solo Daños,0,0,0,0,0,1,0,1,0,0,0,0,AUTOPISTA  NORTE,San Rafael,06:20:00 p. m.,AGENTES DTB,02. NORORIENTAL,Empresa,Nocturno,No aplica
114,13/01/2012,2012,01. Enero,05. Viernes,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,AVENIDA  GONZALEZ VALENCIA,Nuevo Sotomayor,08:10:00 p. m.,AGENTES DTB,12. CABECERA DEL LLANO,Empresa,Nocturno,No aplica
115,13/01/2012,2012,01. Enero,05. Viernes,Solo Daños,0,1,0,0,0,0,0,0,0,0,0,0,CARRERA,Comuneros,01:50:00 a. m.,AGENTES DTB,03. SAN FRANCISCO,Empresa,Nocturno,No aplica
